SIRUTA;NIV;SIRSUP;TIP;DENLOC;ULT;MED;JUD;PREFIX;REGIUNE;CODP;FSJ;FS2;FS3;FSL;FICTIV
157371;3;157362;22;JAMU MARE;1;3;35;0;5;307230;37;41359;1006344;14907;0
157380;3;157362;23;CLOPODIA;1;3;35;0;5;307231;37;41359;3002972;14908;0
157399;3;157362;23;FERENDIA;1;3;35;0;5;307232;37;41359;3004696;14909;0
157406;3;157362;23;GHERMAN;1;3;35;0;5;307233;37;41359;3005196;14910;0
157415;3;157362;23;LATUNAS;1;3;35;0;5;307234;37;41359;3006508;14911;0
157424;2;350;3;JEBEL;0;3;35;0;5;0;37;41361;;14912;0
157433;3;157424;22;JEBEL;1;3;35;0;5;307235;37;41361;1006348;14913;0
157451;2;350;3;LENAUHEIM;0;3;35;0;5;0;37;41404;;14914;0
157460;3;157451;22;LENAUHEIM;1;3;35;0;5;307240;37;41404;1006573;14915;0
157479;3;157451;23;BULGARUS;1;3;35;0;5;307241;37;41404;3001868;14916;0
157488;3;157451;23;GRABAT;1;3;35;0;5;307242;37;41404;3005459;14917;0
157497;2;350;3;LIEBLING;0;3;35;0;5;0;37;41417;;14918;0
157503;3;157497;22;LIEBLING;1;3;35;0;5;307245;37;41417;1006627;14919;0
157512;3;157497;23;CERNA;1;3;35;0;5;307246;37;41417;3002500;14920;0
157521;3;157497;23;IOSIF;1;3;35;0;5;307247;37;41417;3006206;14921;0
159491;2;350;3;LIVEZILE;;3;35;0;5;0;37;41435;;14922;0
155626;3;159491;22;LIVEZILE;1;3;35;0;5;307012;37;41435;1006714;14923;0
155617;3;159491;23;DOLAT;1;3;35;0;5;307011;37;41435;3004173;14924;0
157530;2;350;3;LOVRIN;0;3;35;0;5;0;37;41440;;14925;0
157549;3;157530;22;LOVRIN;1;3;35;0;5;307250;37;41440;1006740;14926;0
157585;2;350;3;MARGINA;0;3;35;0;5;0;37;41533;;14932;0
157594;3;157585;22;MARGINA;1;3;35;0;5;307260;37;41533;1007221;14933;0
157601;3;157585;23;BREAZOVA;1;3;35;0;5;307261;37;41533;3001633;14934;0
157610;3;157585;23;BULZA;1;3;35;0;5;307262;37;41533;3001872;14935;0
157629;3;157585;23;COSEVITA;1;3;35;0;5;307263;37;41533;3003339;14936;0
157638;3;157585;23;COSTEIU DE SUS;1;3;35;0;5;307264;37;41533;3003366;14937;0
157647;3;157585;23;GROSI;1;3;35;0;5;307266;37;41533;3005553;14938;0
157656;3;157585;23;NEMESESTI;1;3;35;0;5;307267;37;41533;3007990;14939;0
157665;3;157585;23;SINTESTI;1;3;35;0;5;307268;37;41533;3011097;14940;0
157674;3;157585;23;ZORANI;1;3;35;0;5;307269;37;41533;3013738;14941;0
157683;2;350;3;MASLOC;0;3;35;0;5;0;37;41546;;14942;0
157692;3;157683;22;MASLOC;1;3;35;0;5;307270;37;41546;1007291;14943;0
157709;3;157683;23;ALIOS;1;3;35;0;5;307271;37;41546;3000144;14944;0
157727;3;157683;23;REMETEA MICA;1;3;35;0;5;307273;37;41546;3009955;14945;0
157736;2;350;3;MANASTIUR;0;3;35;0;5;0;37;41518;;14927;0
157745;3;157736;22;MANASTIUR;1;3;35;0;5;307275;37;41518;1007131;14928;0
157754;3;157736;23;PADURANI;1;3;35;0;5;307276;37;41518;3008437;14929;0
157763;3;157736;23;REMETEA-LUNCA;1;3;35;0;5;307277;37;41518;3009957;14930;0
157772;3;157736;23;TOPLA;1;3;35;0;5;307278;37;41518;3012242;14931;0
157781;2;350;3;MORAVITA;0;3;35;0;5;0;37;41641;;14946;0
157790;3;157781;22;MORAVITA;1;3;35;0;5;307280;37;41641;1007700;14947;0
157807;3;157781;23;DEJAN;1;3;35;0;5;307281;37;41641;3003989;14948;0
157816;3;157781;23;GAIU MIC;1;3;35;0;5;307282;37;41641;3004977;14949;0
157825;3;157781;23;STAMORA GERMANA;1;3;35;0;5;307283;37;41641;3011384;14950;0
157834;2;350;3;MOSNITA NOUA;0;3;35;0;5;0;37;41647;;14951;0
157843;3;157834;22;MOSNITA NOUA;1;3;35;0;5;307285;37;41647;1007728;14952;0
157852;3;157834;23;ALBINA;1;3;35;0;5;307286;37;41647;3000110;14953;0
157861;3;157834;23;MOSNITA VECHE;1;3;35;0;5;307287;37;41647;3007729;14954;0
157870;3;157834;23;RUDICICA;1;3;35;0;5;307288;37;41647;3010150;14955;0
157889;3;157834;23;URSENI;1;3;35;0;5;307289;37;41647;3012583;14956;0
157898;2;350;3;NADRAG;0;3;35;0;5;0;37;41779;;14957;0
157905;3;157898;22;NADRAG;1;3;35;0;5;307290;37;41779;1007875;14958;0
157914;3;157898;23;CRIVINA;1;3;35;0;5;307291;37;41779;3003620;14959;0
157923;2;350;3;NITCHIDORF;0;3;35;0;5;0;37;41814;;14960;0
157932;3;157923;22;NITCHIDORF;1;3;35;0;5;307295;37;41814;1008077;14961;0
157941;3;157923;23;BLAJOVA;1;3;35;0;5;307296;37;41814;3001143;14962;0
157950;3;157923;23;DUBOZ;1;3;35;0;5;307297;37;41814;3004362;14963;0
157969;2;350;3;OHABA LUNGA;0;3;35;0;5;0;37;41846;;14964;0
157978;3;157969;22;OHABA LUNGA;1;3;35;0;5;307300;37;41846;1008228;14965;0
157987;3;157969;23;DUBESTI;1;3;35;0;5;307301;37;41846;3004358;14966;0
157996;3;157969;23;IERSNIC;1;3;35;0;5;307302;37;41846;3006089;14967;0
158001;3;157969;23;OHABA ROMANA;1;3;35;0;5;307303;37;41846;3008229;14968;0
158010;2;350;3;ORTISOARA;0;3;35;0;5;0;37;42088;;14969;0
158029;3;158010;22;ORTISOARA;1;3;35;0;5;307305;37;42088;1008360;14970;0
158038;3;158010;23;CALACEA;1;3;35;0;5;307306;37;42088;3002030;14971;0
158047;3;158010;23;CORNESTI;1;3;35;0;5;307307;37;42088;3003261;14972;0
158056;3;158010;23;SECEANI;1;3;35;0;5;307308;37;42088;3010853;14973;0
159525;2;350;3;OTELEC;;3;35;0;5;0;37;42097;;14974;0
159179;3;159525;22;OTELEC;1;3;35;0;5;307447;37;42097;1008399;14975;0
159160;3;159525;23;IOHANISFELD;1;3;35;0;5;307446;37;42097;3006180;14976;0
159437;2;350;3;PARTA;;3;35;0;5;0;37;42132;;14979;0
158797;3;159437;22;PARTA;1;3;35;0;5;307396;37;42132;1008605;14980;0
159446;2;350;3;PADURENI;;3;35;0;5;0;37;42106;;14977;0
157442;3;159446;22;PADURENI;1;3;35;0;5;307236;37;42106;1008467;14978;0
158065;2;350;3;PECIU NOU;0;3;35;0;5;0;37;42151;;14981;0
158074;3;158065;22;PECIU NOU;1;3;35;0;5;307310;37;42151;1008691;14982;0
158083;3;158065;23;DINIAS;1;3;35;0;5;307311;37;42151;3004079;14983;0
158092;3;158065;23;SANMARTINU SARBESC;1;3;35;0;5;307212;37;42151;3010456;14984;0
158109;2;350;3;PERIAM;0;3;35;0;5;0;37;42154;;14985;0
158118;3;158109;22;PERIAM;1;3;35;0;5;307315;37;42154;1008708;14986;0
159507;2;350;3;PESAC;;3;35;0;5;0;37;42164;;14987;0
158127;3;159507;22;PESAC;1;3;35;0;5;307316;37;42164;1008731;14988;0
158136;2;350;3;PIETROASA;0;3;35;0;5;0;37;42185;;14989;0
158145;3;158136;22;PIETROASA;1;3;35;0;5;307320;37;42185;1008881;14990;0
158154;3;158136;23;CRIVINA DE SUS;1;3;35;0;5;307321;37;42185;3003621;14991;0
158163;3;158136;23;FARASESTI;1;3;35;0;5;307322;37;42185;3004627;14992;0
158172;3;158136;23;POIENI;1;3;35;0;5;307323;37;42185;3009289;14993;0
158181;2;350;3;PISCHIA;0;3;35;0;5;0;37;42193;;14994;0
158190;3;158181;22;PISCHIA;1;3;35;0;5;307325;37;42193;1008919;14995;0
158207;3;158181;23;BENCECU DE JOS;1;3;35;0;5;307326;37;42193;3000954;14996;0
158216;3;158181;23;BENCECU DE SUS;1;3;35;0;5;307327;37;42193;3000955;14997;0
158225;3;158181;23;MURANI;1;3;35;0;5;307328;37;42193;3007827;14998;0
158234;3;158181;23;SALCIUA NOUA;1;3;35;0;5;307329;37;42193;3010351;14999;0
158243;2;350;3;RACOVITA;0;3;35;0;5;0;37;42325;;15000;0
158252;3;158243;22;RACOVITA;1;3;35;0;5;307330;37;42325;1009717;15001;0
158261;3;158243;23;CAPAT;1;3;35;0;5;307331;37;42325;3002200;15002;0
158270;3;158243;23;DRAGOIESTI;1;3;35;0;5;307332;37;42325;3004289;15003;0
158289;3;158243;23;FICATAR;1;3;35;0;5;307333;37;42325;3004719;15004;0
158298;3;158243;23;HITIAS;1;3;35;0;5;307334;37;42325;3005832;15005;0
158305;3;158243;23;SARBOVA;1;3;35;0;5;307336;37;42325;3010571;15006;0
158396;2;350;3;REMETEA MARE;0;3;35;0;5;0;37;42382;;15007;0
158403;3;158396;22;REMETEA MARE;1;3;35;0;5;307350;37;42382;1009954;15008;0
158430;3;158396;23;IANOVA;1;3;35;0;5;307353;37;42382;3006023;15009;0
158449;2;350;3;SACOSU TURCESC;0;3;35;0;5;0;37;42447;;15014;0
158458;3;158449;22;SACOSU TURCESC;1;3;35;0;5;307355;37;42447;1010276;15015;0
158467;3;158449;23;BERINI;1;3;35;0;5;307356;37;42447;3001015;15016;0
158476;3;158449;23;ICLODA;1;3;35;0;5;307357;37;42447;3006060;15017;0
158485;3;158449;23;OTVESTI;1;3;35;0;5;307358;37;42447;3008413;15018;0
158494;3;158449;23;STAMORA ROMANA;1;3;35;0;5;307359;37;42447;3011385;15019;0
158500;3;158449;23;ULIUC;1;3;35;0;5;307361;37;42447;3012471;15020;0
158519;3;158449;23;UNIP;1;3;35;0;5;307362;37;42447;3012530;15021;0
159455;2;350;3;SARAVALE;;3;35;0;5;0;37;42528;;15038;0
158760;3;159455;22;SARAVALE;1;3;35;0;5;307387;37;42528;1010551;15039;0
158528;2;350;3;SATCHINEZ;0;3;35;0;5;0;37;42543;;15040;0
158537;3;158528;22;SATCHINEZ;1;3;35;0;5;307365;37;42543;1010633;15041;0
158546;3;158528;23;BARATEAZ;1;3;35;0;5;307366;37;42543;3000729;15042;0
158555;3;158528;23;HODONI;1;3;35;0;5;307367;37;42543;3005858;15043;0
158564;2;350;3;SACALAZ;0;3;35;0;5;0;37;42440;;15010;0
158573;3;158564;22;SACALAZ;1;3;35;0;5;307370;37;42440;1010254;15011;0
158582;3;158564;23;BEREGSAU MARE;1;3;35;0;5;307371;37;42440;3000992;15012;0
158591;3;158564;23;BEREGSAU MIC;1;3;35;0;5;307372;37;42440;3000993;15013;0
158733;2;350;3;SANPETRU MARE;0;3;35;0;5;0;37;42509;;15035;0
158742;3;158733;22;SANPETRU MARE;1;3;35;0;5;307385;37;42509;1010480;15036;0
158751;3;158733;23;IGRIS;1;3;35;0;5;307386;37;42509;3006111;15037;0
158608;2;350;3;SECAS;0;3;35;0;5;0;37;42584;;15044;0
158617;3;158608;22;SECAS;1;3;35;0;5;307390;37;42584;1010850;15045;0
158626;3;158608;23;CHECHES;1;3;35;0;5;307391;37;42584;3002563;15046;0
158635;3;158608;23;CRIVOBARA;1;3;35;0;5;307392;37;42584;3003622;15047;0
158644;3;158608;23;VIZMA;1;3;35;0;5;307393;37;42584;3013462;15048;0
158653;2;350;3;SANANDREI;0;3;35;0;5;0;37;42484;;15024;0
158662;3;158653;22;SANANDREI;1;3;35;0;5;307375;37;42484;1010403;15025;0
158671;3;158653;23;CARANI;1;3;35;0;5;307376;37;42484;3002247;15026;0
158680;3;158653;23;COVACI;1;3;35;0;5;307377;37;42484;3003456;15027;0
158699;2;350;3;SANMIHAIU ROMAN;0;3;35;0;5;0;37;42503;;15031;0
158706;3;158699;22;SANMIHAIU ROMAN;1;3;35;0;5;307380;37;42503;1010463;15032;0
158715;3;158699;23;SANMIHAIU GERMAN;1;3;35;0;5;307381;37;42503;3010462;15033;0
158724;3;158699;23;UTVIN;1;3;35;0;5;307382;37;42503;3012614;15034;0
158779;2;350;3;SAG;0;3;35;0;5;0;37;42454;;15022;0
158788;3;158779;22;SAG;1;3;35;0;5;307395;37;42454;1010295;15023;0
159464;2;350;3;SANDRA;;3;35;0;5;0;37;42490;;15028;0
155939;3;159464;22;SANDRA;1;3;35;0;5;307065;37;42490;1010421;15029;0
155948;3;159464;23;UIHEI;1;3;35;0;5;307061;37;42490;3012452;15030;0
158804;2;350;3;STIUCA;0;3;35;0;5;0;37;42732;;15049;0
158813;3;158804;22;STIUCA;1;3;35;0;5;307400;37;42732;1011524;15050;0
158822;3;158804;23;DRAGOMIRESTI;1;3;35;0;5;307401;37;42732;3004298;15051;0
158831;3;158804;23;OLOSAG;1;3;35;0;5;307402;37;42732;3008260;15052;0
158840;3;158804;23;ZGRIBESTI;1;3;35;0;5;307403;37;42732;3013699;15053;0
158859;2;350;3;TEREMIA MARE;0;3;35;0;5;0;37;42840;;15054;0
158868;3;158859;22;TEREMIA MARE;1;3;35;0;5;307405;37;42840;1012043;15055;0
158877;3;158859;23;NERAU;1;3;35;0;5;307406;37;42840;3008002;15056;0
158886;3;158859;23;TEREMIA MICA;1;3;35;0;5;307407;37;42840;3012044;15057;0
158895;2;350;3;TOMESTI;0;3;35;0;5;0;37;42873;;15058;0
158902;3;158895;22;TOMESTI;1;3;35;0;5;307410;37;42873;1012206;15059;0
158911;3;158895;23;BALOSESTI;1;3;35;0;5;307411;37;42873;3000605;15060;0
158920;3;158895;23;COLONIA FABRICII;1;3;35;0;5;307412;37;42873;3003090;15061;0
158939;3;158895;23;LUNCANII DE JOS;1;3;35;0;5;307413;37;42873;3006868;15062;0
158948;3;158895;23;LUNCANII DE SUS;1;3;35;0;5;307414;37;42873;3006869;15063;0
158957;3;158895;23;ROMANESTI;1;3;35;0;5;307416;37;42873;3010046;15064;0
159473;2;350;3;TOMNATIC;;3;35;0;5;0;37;42877;;15065;0
157567;3;159473;22;TOMNATIC;1;3;35;0;5;307255;37;42877;1012211;15066;0
158966;2;350;3;TOPOLOVATU MARE;0;3;35;0;5;0;37;42886;;15067;0
158975;3;158966;22;TOPOLOVATU MARE;1;3;35;0;5;307420;37;42886;1012253;15068;0
158984;3;158966;23;CRALOVAT;1;3;35;0;5;307421;37;42886;3003514;15069;0
158993;3;158966;23;ICTAR-BUDINTI;1;3;35;0;5;307422;37;42886;3006064;15070;0
159008;3;158966;23;IOSIFALAU;1;3;35;0;5;307423;37;42886;3006207;15071;0
159017;3;158966;23;SUSTRA;1;3;35;0;5;307424;37;42886;3011745;15072;0
159026;3;158966;23;TOPOLOVATU MIC;1;3;35;0;5;307426;37;42886;3012254;15073;0
159035;2;350;3;TORMAC;0;3;35;0;5;0;37;42889;;15074;0
159044;3;159035;22;TORMAC;1;3;35;0;5;307430;37;42889;1012261;15075;0
159053;3;159035;23;CADAR;1;3;35;0;5;307431;37;42889;3002011;15076;0
159062;3;159035;23;SIPET;1;3;35;0;5;307432;37;42889;3011100;15077;0
159071;2;350;3;TRAIAN VUIA;0;3;35;0;5;0;37;42897;;15078;0
159080;3;159071;22;SUDRIAS;1;3;35;0;5;307438;37;42897;1011661;15079;0
159099;3;159071;23;JUPANI;1;3;35;0;5;307436;37;42897;3006427;15080;0
159106;3;159071;23;SACENI;1;3;35;0;5;1853;37;42897;3010273;15081;0
159115;3;159071;23;SURDUCU MIC;1;3;35;0;5;307439;37;42897;3011716;15082;0
159124;3;159071;23;SUSANI;1;3;35;0;5;307441;37;42897;3011727;15083;0
159133;3;159071;23;TRAIAN VUIA;1;3;35;0;5;307435;37;42897;3012287;15084;0
159142;2;350;3;UIVAR;0;3;35;0;5;0;37;42936;;15085;0
159151;3;159142;22;UIVAR;1;3;35;0;5;307445;37;42936;1012461;15086;0
159188;3;159142;23;PUSTINIS;1;3;35;0;5;307448;37;42936;3009638;15087;0
159197;3;159142;23;RAUTI;1;3;35;0;5;307449;37;42936;3009883;15088;0
159204;3;159142;23;SANMARTINU MAGHIAR;1;3;35;0;5;307451;37;42936;3010455;15089;0
159482;2;350;3;VALCANI;;3;35;0;5;0;37;42985;;15090;0
156758;3;159482;22;VALCANI;1;3;35;0;5;307153;37;42985;1012681;15091;0
159213;2;350;3;VARIAS;0;3;35;0;5;0;37;43052;;15092;0
159222;3;159213;22;VARIAS;1;3;35;0;5;307455;37;43052;1013222;15093;0
159231;3;159213;23;GELU;1;3;35;0;5;307456;37;43052;3005135;15094;0
159240;3;159213;23;SANPETRU MIC;1;3;35;0;5;307457;37;43052;3010481;15095;0
159259;2;350;3;VICTOR VLAD DELAMARINA;0;3;35;0;5;0;37;43078;;15096;0
159268;3;159259;22;VICTOR VLAD DELAMARINA;1;3;35;0;5;307460;37;43078;1013346;15097;0
159277;3;159259;23;HERENDESTI;1;3;35;0;5;307461;37;43078;3005800;15098;0
159286;3;159259;23;HONORICI;1;3;35;0;5;307462;37;43078;3005895;15099;0
159295;3;159259;23;PADURENI;1;3;35;0;5;307463;37;43078;3008464;15100;0
159302;3;159259;23;PETROASA MARE;1;3;35;0;5;307464;37;43078;3008815;15101;0
159311;3;159259;23;PINI;1;3;35;0;5;307466;37;43078;3008900;15102;0
159320;3;159259;23;VISAG;1;3;35;0;5;307467;37;43078;3013421;15103;0
159339;2;350;3;VOITEG;0;3;35;0;5;0;37;43129;;15104;0
159348;3;159339;22;VOITEG;1;3;35;0;5;307470;37;43129;1013542;15105;0
159357;3;159339;23;FOLEA;1;3;35;0;5;307471;37;43129;3004828;15106;0
369;1;1;40;JUDETUL TULCEA;0;0;36;0;2;0;38;;;15107;0
159614;2;369;1;MUNICIPIUL TULCEA;0;1;36;0;2;0;38;11760;;15108;0
159623;3;159614;9;TULCEA;1;1;36;0;2;820009;38;11760;1012365;15109;0
159632;3;159614;10;TUDOR VLADIMIRESCU;1;1;36;0;2;820001;38;11760;2012346;15110;0
159650;2;369;2;ORAS BABADAG;0;1;36;0;2;0;38;31873;;15111;0
159669;3;159650;17;BABADAG;1;1;36;0;2;825100;38;31873;1000393;15112;0
159687;2;369;2;ORAS ISACCEA;0;1;36;0;2;0;38;31960;;15113;0
159696;3;159687;17;ISACCEA;1;1;36;0;2;825200;38;31960;1006220;15114;0
159712;3;159687;18;REVARSAREA;1;1;36;0;2;825201;38;31960;2009979;15115;0
159703;3;159687;18;TICHILESTI;1;1;36;0;2;825202;38;31960;2012076;15116;0
159730;2;369;2;ORAS MACIN;0;1;36;0;2;0;38;31968;;15117;0
159749;3;159730;17;MACIN;1;1;36;0;2;825300;38;31968;1006945;15118;0
159767;2;369;2;ORAS SULINA;0;1;36;0;2;0;38;32044;;15119;0
159776;3;159767;17;SULINA;1;1;36;0;2;825400;38;32044;1011679;15120;0
159785;2;369;3;BAIA;0;3;36;0;2;0;38;40118;;15121;0
159794;3;159785;22;BAIA;1;3;36;0;2;827005;38;40118;1000484;15122;0
159801;3;159785;23;CAMENA;1;3;36;0;2;827006;38;40118;3002134;15123;0
159810;3;159785;23;CAUGAGIA;1;3;36;0;2;827007;38;40118;3002404;15124;0
159829;3;159785;23;CEAMURLIA DE SUS;1;3;36;0;2;827008;38;40118;3002428;15125;0
159838;3;159785;23;PANDURU;1;3;36;0;2;827009;38;40118;3008542;15126;0
159847;2;369;3;BEIDAUD;0;3;36;0;2;0;38;40215;;15127;0
159856;3;159847;22;BEIDAUD;1;3;36;0;2;827010;38;40215;1000919;15128;0
159865;3;159847;23;NEATARNAREA;1;3;36;0;2;827011;38;40215;3007919;15129;0
159874;3;159847;23;SARIGHIOL DE DEAL;1;3;36;0;2;827012;38;40215;3010583;15130;0
161552;2;369;3;BESTEPE;;3;36;0;2;0;38;40247;;15131;0
160760;3;161552;22;BESTEPE;1;3;36;0;2;827133;38;40247;1001033;15132;0
160742;3;161552;23;BALTENII DE JOS;1;3;36;0;2;827131;38;40247;3000654;15133;0
160751;3;161552;23;BALTENII DE SUS;1;3;36;0;2;827132;38;40247;3000655;15134;0
159883;2;369;3;C.A. ROSETTI;0;3;36;0;2;0;38;40456;;15135;0
159892;3;159883;22;C.A. ROSETTI;1;3;36;0;2;827015;38;40456;1001994;15136;0
159909;3;159883;23;CARDON;1;3;36;0;2;827016;38;40456;3002278;15137;0
159918;3;159883;23;LETEA;1;3;36;0;2;827017;38;40456;3006612;15138;0
159927;3;159883;23;PERIPRAVA;1;3;36;0;2;827018;38;40456;3008717;15139;0
159936;3;159883;23;SFISTOFCA;1;3;36;0;2;827019;38;40456;3010974;15140;0
159945;2;369;3;CARCALIU;0;3;36;0;2;0;38;40506;;15141;0
159954;3;159945;22;CARCALIU;1;3;36;0;2;827020;38;40506;1002272;15142;0
159963;2;369;3;CASIMCEA;0;3;36;0;2;0;38;40521;;15143;0
159972;3;159963;22;CASIMCEA;1;3;36;0;2;827025;38;40521;1002354;15144;0
159981;3;159963;23;CISMEAUA NOUA;1;3;36;0;2;827026;38;40521;3002868;15145;0
159990;3;159963;23;CORUGEA;1;3;36;0;2;827027;38;40521;3003313;15146;0
160001;3;159963;23;HAIDAR;1;3;36;0;2;827028;38;40521;3005696;15147;0
160010;3;159963;23;RAHMAN;1;3;36;0;2;827029;38;40521;3009778;15148;0
160029;3;159963;23;RAZBOIENI;1;3;36;0;2;827031;38;40521;3009889;15149;0
160038;3;159963;23;STANCA;1;3;36;0;2;827032;38;40521;3011396;15150;0
160092;2;369;3;CEAMURLIA DE JOS;0;3;36;0;2;0;38;40538;;15151;0
160109;3;160092;22;CEAMURLIA DE JOS;1;3;36;0;2;827035;38;40538;1002427;15152;0
160118;3;160092;23;LUNCA;1;3;36;0;2;827036;38;40538;3006814;15153;0
160047;2;369;3;CEATALCHIOI;0;3;36;0;2;0;38;40540;;15154;0
160056;3;160047;22;CEATALCHIOI;1;3;36;0;2;827040;38;40540;1002434;15155;0
160065;3;160047;23;PATLAGEANCA;1;3;36;0;2;827041;38;40540;3008637;15156;0
160074;3;160047;23;PLAURU;1;3;36;0;2;827042;38;40540;3008978;15157;0
160083;3;160047;23;SALCENI;1;3;36;0;2;827043;38;40540;3010327;15158;0
160127;2;369;3;CERNA;0;3;36;0;2;0;38;40557;;15159;0
160136;3;160127;22;CERNA;1;3;36;0;2;827045;38;40557;1002499;15160;0
160145;3;160127;23;GENERAL PRAPORGESCU;1;3;36;0;2;827046;38;40557;3005141;15161;0
160154;3;160127;23;MIRCEA VODA;1;3;36;0;2;827047;38;40557;3007552;15162;0
160163;3;160127;23;TRAIAN;1;3;36;0;2;827048;38;40557;3012286;15163;0
160172;2;369;3;CHILIA VECHE;0;3;36;0;2;0;38;40585;;15164;0
160181;3;160172;22;CHILIA VECHE;1;3;36;0;2;827050;38;40585;1002635;15165;0
160190;3;160172;23;CASLITA;1;3;36;0;2;827051;38;40585;3002358;15166;0
160207;3;160172;23;OSTROVU TATARU;1;3;36;0;2;827052;38;40585;3008398;15167;0
160216;3;160172;23;TATANIR;1;3;36;0;2;827053;38;40585;3011915;15168;0
160225;2;369;3;CIUCUROVA;0;3;36;0;2;0;38;40636;;15169;0
160234;3;160225;22;CIUCUROVA;1;3;36;0;2;827055;38;40636;1002884;15170;0
160243;3;160225;23;ATMAGEA;1;3;36;0;2;827056;38;40636;3000362;15171;0
160252;3;160225;23;FANTANA MARE;1;3;36;0;2;827057;38;40636;3004592;15172;0
160261;2;369;3;CRISAN;0;3;36;0;2;0;38;40780;;15173;0
160270;3;160261;22;CRISAN;1;3;36;0;2;827060;38;40780;1003575;15174;0
160289;3;160261;23;CARAORMAN;1;3;36;0;2;827061;38;40780;3002250;15175;0
160298;3;160261;23;MILA 23;1;3;36;0;2;827062;38;40780;3007504;15176;0
160305;2;369;3;DAENI;0;3;36;0;2;0;38;40821;;15177;0
160314;3;160305;22;DAENI;1;3;36;0;2;827065;38;40821;1003795;15178;0
160323;2;369;3;DOROBANTU;0;3;36;0;2;0;38;40912;;15179;0
160332;3;160323;22;DOROBANTU;1;3;36;0;2;827070;38;40912;1004219;15180;0
160341;3;160323;23;ARDEALU;1;3;36;0;2;827071;38;40912;3000279;15181;0
160350;3;160323;23;CARJELARI;1;3;36;0;2;827072;38;40912;3002283;15182;0
160369;3;160323;23;FANTANA OILOR;1;3;36;0;2;827073;38;40912;3004594;15183;0
160378;3;160323;23;MESTERU;1;3;36;0;2;827074;38;40912;3007407;15184;0
160387;2;369;3;FRECATEI;0;3;36;0;2;0;38;41042;;15185;0
160396;3;160387;22;FRECATEI;1;3;36;0;2;827075;38;41042;1004881;15186;0
160403;3;160387;23;CATALOI;1;3;36;0;2;827076;38;41042;3002373;15187;0
160412;3;160387;23;POSTA;1;3;36;0;2;827077;38;41042;3009426;15188;0
160421;3;160387;23;TELITA;1;3;36;0;2;827078;38;41042;3012019;15189;0
160430;2;369;3;GRECI;0;3;36;0;2;0;38;41192;;15190;0
160449;3;160430;22;GRECI;1;3;36;0;2;827080;38;41192;1005505;15191;0
160458;2;369;3;GRINDU;0;3;36;0;2;0;38;41194;;15192;0
160467;3;160458;22;GRINDU;1;3;36;0;2;827085;38;41194;1005522;15193;0
160476;2;369;3;HAMCEARCA;0;3;36;0;2;0;38;41234;;15194;0
160485;3;160476;22;HAMCEARCA;1;3;36;0;2;827090;38;41234;1005720;15195;0
160494;3;160476;23;BALABANCEA;1;3;36;0;2;827091;38;41234;3000533;15196;0
160500;3;160476;23;CAPRIOARA;1;3;36;0;2;827092;38;41234;3002216;15197;0
160519;3;160476;23;NIFON;1;3;36;0;2;827093;38;41234;3008050;15198;0
160528;2;369;3;HORIA;0;3;36;0;2;0;38;41274;;15199;0
160537;3;160528;22;HORIA;1;3;36;0;2;827095;38;41274;1005917;15200;0
160546;3;160528;23;CLOSCA;1;3;36;0;2;827096;38;41274;3002976;15201;0
160555;3;160528;23;FLORESTI;1;3;36;0;2;827097;38;41274;3004804;15202;0
161525;2;369;3;I.C.BRATIANU;0;3;36;0;2;0;38;41288;;15203;0
161534;3;161525;22;I.C.BRATIANU;1;3;36;0;2;827100;38;41288;1005997;15204;0
160564;2;369;3;IZVOARELE;0;3;36;0;2;0;38;41352;;15205;0
160573;3;160564;22;IZVOARELE;1;3;36;0;2;827105;38;41352;1006297;15206;0
160582;3;160564;23;ALBA;1;3;36;0;2;827106;38;41352;3000083;15207;0
160591;3;160564;23;IULIA;1;3;36;0;2;827107;38;41352;3006246;15208;0
160617;2;369;3;JIJILA;0;3;36;0;2;0;38;41367;;15209;0
160626;3;160617;22;JIJILA;1;3;36;0;2;827110;38;41367;1006381;15210;0
160635;3;160617;23;GARVAN;1;3;36;0;2;827111;38;41367;3005105;15211;0
160644;2;369;3;JURILOVCA;0;3;36;0;2;0;38;41380;;15212;0
160653;3;160644;22;JURILOVCA;1;3;36;0;2;827115;38;41380;1006432;15213;0
160671;3;160644;23;SALCIOARA;1;3;36;0;2;827116;38;41380;3010348;15214;0
160662;3;160644;23;VISINA;1;3;36;0;2;827117;38;41380;3013435;15215;0
160680;2;369;3;LUNCAVITA;0;3;36;0;2;0;38;41466;;15216;0
160699;3;160680;22;LUNCAVITA;1;3;36;0;2;827120;38;41466;1006873;15217;0
160706;3;160680;23;RACHELU;1;3;36;0;2;827121;38;41466;3009672;15218;0
160724;2;369;3;MAHMUDIA;0;3;36;0;2;0;38;41496;;15219;0
160733;3;160724;22;MAHMUDIA;1;3;36;0;2;827130;38;41496;1007027;15220;0
160779;2;369;3;MALIUC;0;3;36;0;2;0;38;41505;;15221;0
160788;3;160779;22;MALIUC;1;3;36;0;2;827135;38;41505;1007069;15222;0
160804;3;160779;23;GORGOVA;1;3;36;0;2;827136;38;41505;3005427;15223;0
160797;3;160779;23;ILGANII DE SUS;1;3;36;0;2;827137;38;41505;3006123;15224;0
160813;3;160779;23;PARTIZANI;1;3;36;0;2;827138;38;41505;3008608;15225;0
